,u,i,ts,label,idx
7878,32,2274,421200000.0,0,7879
7879,1025,2326,421200000.0,0,7880
7880,1115,2448,421200000.0,0,7881
7881,1139,2451,421200000.0,0,7882
7882,627,2525,421200000.0,0,7883
7883,156,2525,421200000.0,0,7884
7884,967,2554,421200000.0,0,7885
7885,967,2561,421200000.0,0,7886
7886,771,2561,421200000.0,0,7887
7887,1402,2561,421200000.0,0,7888
7888,823,2561,421200000.0,0,7889
7889,415,2561,421200000.0,0,7890
7890,1202,2567,421200000.0,0,7891
7891,1068,2573,421200000.0,0,7892
7892,1410,2574,421200000.0,0,7893
7893,1276,2575,421200000.0,0,7894
7894,858,1822,421286400.0,0,7895
7895,130,1883,421286400.0,0,7896
7896,678,2136,421286400.0,0,7897
7897,576,2448,421286400.0,0,7898
7898,678,2448,421286400.0,0,7899
7899,1583,2461,421286400.0,0,7900
7900,725,2525,421286400.0,0,7901
7901,1362,2554,421286400.0,0,7902
7902,576,2561,421286400.0,0,7903
7903,751,2561,421286400.0,0,7904
7904,1157,2567,421286400.0,0,7905
7905,1199,2578,421286400.0,0,7906
7906,643,2587,421286400.0,0,7907
7907,663,2587,421286400.0,0,7908
7908,476,1767,421372800.0,0,7909
7909,484,1883,421372800.0,0,7910
7910,1123,1883,421372800.0,0,7911
7911,80,1962,421372800.0,0,7912
7912,105,1973,421372800.0,0,7913
7913,80,2160,421372800.0,0,7914
7914,105,2164,421372800.0,0,7915
7915,654,2448,421372800.0,0,7916
7916,294,2448,421372800.0,0,7917
7917,690,2488,421372800.0,0,7918
7918,980,2525,421372800.0,0,7919
7919,170,2538,421372800.0,0,7920
7920,1492,2538,421372800.0,0,7921
7921,1304,2561,421372800.0,0,7922
7922,686,2561,421372800.0,0,7923
7923,673,2561,421372800.0,0,7924
7924,654,2567,421372800.0,0,7925
7925,480,2567,421372800.0,0,7926
7926,673,2567,421372800.0,0,7927
7927,567,2567,421372800.0,0,7928
7928,445,1782,421459200.0,0,7929
7929,899,1832,421459200.0,0,7930
7930,964,1883,421459200.0,0,7931
7931,981,1883,421459200.0,0,7932
7932,575,1883,421459200.0,0,7933
7933,294,1883,421459200.0,0,7934
7934,1107,1883,421459200.0,0,7935
7935,1194,1899,421459200.0,0,7936
7936,929,2185,421459200.0,0,7937
7937,638,2189,421459200.0,0,7938
7938,1460,2349,421459200.0,0,7939
7939,1380,2367,421459200.0,0,7940
7940,1304,2448,421459200.0,0,7941
7941,586,2448,421459200.0,0,7942
7942,947,2448,421459200.0,0,7943
7943,1502,2525,421459200.0,0,7944
7944,480,2538,421459200.0,0,7945
7945,1512,2557,421459200.0,0,7946
7946,575,2561,421459200.0,0,7947
7947,656,2561,421459200.0,0,7948
7948,1503,2561,421459200.0,0,7949
7949,324,2567,421459200.0,0,7950
7950,369,2567,421459200.0,0,7951
7951,165,1704,421545600.0,0,7952
7952,321,1727,421545600.0,0,7953
7953,638,1778,421545600.0,0,7954
7954,663,1883,421545600.0,0,7955
7955,321,1932,421545600.0,0,7956
7956,929,2061,421545600.0,0,7957
7957,929,2154,421545600.0,0,7958
7958,32,2195,421545600.0,0,7959
7959,32,2303,421545600.0,0,7960
7960,321,2304,421545600.0,0,7961
7961,1178,2366,421545600.0,0,7962
7962,575,2448,421545600.0,0,7963
7963,999,2448,421545600.0,0,7964
7964,1038,2448,421545600.0,0,7965
7965,1090,2448,421545600.0,0,7966
7966,1496,2525,421545600.0,0,7967
7967,1620,2525,421545600.0,0,7968
7968,792,2525,421545600.0,0,7969
7969,909,2538,421545600.0,0,7970
7970,834,2554,421545600.0,0,7971
7971,1402,2567,421545600.0,0,7972
7972,516,1757,421632000.0,0,7973
7973,556,1765,421632000.0,0,7974
7974,929,1844,421632000.0,0,7975
7975,605,1883,421632000.0,0,7976
7976,1081,1883,421632000.0,0,7977
7977,931,1968,421632000.0,0,7978
7978,929,1978,421632000.0,0,7979
7979,314,1987,421632000.0,0,7980
7980,763,2136,421632000.0,0,7981
7981,45,2174,421632000.0,0,7982
7982,1216,2216,421632000.0,0,7983
7983,929,2260,421632000.0,0,7984
7984,1023,2448,421632000.0,0,7985
7985,1422,2448,421632000.0,0,7986
7986,1345,2448,421632000.0,0,7987
7987,825,2525,421632000.0,0,7988
7988,957,2554,421632000.0,0,7989
7989,1368,2554,421632000.0,0,7990
7990,584,2554,421632000.0,0,7991
7991,1203,2557,421632000.0,0,7992
7992,459,2561,421632000.0,0,7993
7993,1626,2561,421632000.0,0,7994
7994,1054,2561,421632000.0,0,7995
7995,284,2565,421632000.0,0,7996
7996,1404,2565,421632000.0,0,7997
7997,1143,2567,421632000.0,0,7998
7998,1274,2567,421632000.0,0,7999
7999,720,2567,421632000.0,0,8000
8000,588,2573,421632000.0,0,8001
8001,1059,2575,421632000.0,0,8002
8002,1296,2577,421632000.0,0,8003
8003,115,1697,421718400.0,0,8004
8004,74,1740,421718400.0,0,8005
8005,74,1741,421718400.0,0,8006
8006,41,1765,421718400.0,0,8007
8007,462,1821,421718400.0,0,8008
8008,1458,1993,421718400.0,0,8009
8009,580,1997,421718400.0,0,8010
8010,462,1998,421718400.0,0,8011
8011,1427,2009,421718400.0,0,8012
8012,349,2019,421718400.0,0,8013
8013,74,2146,421718400.0,0,8014
8014,875,2196,421718400.0,0,8015
8015,218,2525,421718400.0,0,8016
8016,1201,2561,421718400.0,0,8017
8017,142,2567,421718400.0,0,8018
8018,1405,2567,421718400.0,0,8019
8019,11,1688,421804800.0,0,8020
8020,11,1800,421804800.0,0,8021
8021,785,1802,421804800.0,0,8022
8022,942,1849,421804800.0,0,8023
8023,11,1908,421804800.0,0,8024
8024,11,2001,421804800.0,0,8025
8025,586,2058,421804800.0,0,8026
8026,8,2058,421804800.0,0,8027
8027,53,2062,421804800.0,0,8028
8028,929,2074,421804800.0,0,8029
8029,226,2179,421804800.0,0,8030
8030,1582,2261,421804800.0,0,8031
8031,785,2370,421804800.0,0,8032
8032,530,2379,421804800.0,0,8033
8033,224,2421,421804800.0,0,8034
8034,657,2448,421804800.0,0,8035
8035,471,2561,421804800.0,0,8036
8036,80,2573,421804800.0,0,8037
8037,1136,2581,421804800.0,0,8038
8038,785,2647,421804800.0,0,8039
8039,192,1709,421891200.0,0,8040
8040,393,1734,421891200.0,0,8041
8041,57,1736,421891200.0,0,8042
8042,408,1737,421891200.0,0,8043
8043,550,2052,421891200.0,0,8044
8044,932,2067,421891200.0,0,8045
8045,932,2234,421891200.0,0,8046
8046,1317,2249,421891200.0,0,8047
8047,929,2283,421891200.0,0,8048
8048,192,2306,421891200.0,0,8049
8049,1113,2448,421891200.0,0,8050
8050,192,2465,421891200.0,0,8051
8051,1271,2538,421891200.0,0,8052
8052,1001,2557,421891200.0,0,8053
8053,1271,2567,421891200.0,0,8054
8054,768,1941,421977600.0,0,8055
8055,213,2136,421977600.0,0,8056
8056,816,2538,421977600.0,0,8057
8057,984,2561,421977600.0,0,8058
8058,448,2561,421977600.0,0,8059
8059,213,2561,421977600.0,0,8060
8060,1052,2561,421977600.0,0,8061
8061,828,2565,421977600.0,0,8062
8062,1073,2567,421977600.0,0,8063
8063,1163,2573,421977600.0,0,8064
8064,497,2576,421977600.0,0,8065
8065,1512,2581,421977600.0,0,8066
8066,116,1697,422064000.0,0,8067
8067,221,1712,422064000.0,0,8068
8068,231,1714,422064000.0,0,8069
8069,154,1729,422064000.0,0,8070
8070,338,1730,422064000.0,0,8071
8071,679,1883,422064000.0,0,8072
8072,1177,1927,422064000.0,0,8073
8073,231,1989,422064000.0,0,8074
8074,231,2111,422064000.0,0,8075
8075,146,2166,422064000.0,0,8076
8076,402,2189,422064000.0,0,8077
8077,768,2214,422064000.0,0,8078
8078,10,2392,422064000.0,0,8079
8079,231,2422,422064000.0,0,8080
8080,231,2425,422064000.0,0,8081
8081,1093,2448,422064000.0,0,8082
8082,1,2538,422064000.0,0,8083
8083,616,2573,422064000.0,0,8084
8084,22,2580,422064000.0,0,8085
8085,783,2581,422064000.0,0,8086
8086,220,1712,422150400.0,0,8087
8087,515,1813,422150400.0,0,8088
8088,220,1948,422150400.0,0,8089
8089,220,1986,422150400.0,0,8090
8090,93,1998,422150400.0,0,8091
8091,220,2061,422150400.0,0,8092
8092,220,2072,422150400.0,0,8093
8093,220,2371,422150400.0,0,8094
8094,93,2433,422150400.0,0,8095
8095,491,2448,422150400.0,0,8096
8096,1091,2448,422150400.0,0,8097
8097,1094,2448,422150400.0,0,8098
8098,1416,2565,422150400.0,0,8099
8099,16,2566,422150400.0,0,8100
8100,482,2575,422150400.0,0,8101
8101,169,2579,422150400.0,0,8102
8102,418,2580,422150400.0,0,8103
8103,105,1697,422236800.0,0,8104
8104,928,1844,422236800.0,0,8105
8105,1199,1883,422236800.0,0,8106
8106,104,2493,422236800.0,0,8107
8107,552,2525,422236800.0,0,8108
8108,1491,2538,422236800.0,0,8109
8109,1285,2561,422236800.0,0,8110
8110,351,2561,422236800.0,0,8111
8111,300,2561,422236800.0,0,8112
8112,1008,2565,422236800.0,0,8113
8113,552,2565,422236800.0,0,8114
8114,1344,2565,422236800.0,0,8115
8115,1615,2565,422236800.0,0,8116
8116,787,2566,422236800.0,0,8117
8117,1021,2567,422236800.0,0,8118
8118,247,2575,422236800.0,0,8119
8119,1128,2580,422236800.0,0,8120
8120,578,2580,422236800.0,0,8121
8121,1555,2580,422236800.0,0,8122
8122,434,1809,422323200.0,0,8123
8123,931,1844,422323200.0,0,8124
8124,390,1921,422323200.0,0,8125
8125,303,1988,422323200.0,0,8126
8126,1436,2067,422323200.0,0,8127
8127,1436,2075,422323200.0,0,8128
8128,1356,2127,422323200.0,0,8129
8129,1436,2185,422323200.0,0,8130
8130,1250,2321,422323200.0,0,8131
8131,1580,2537,422323200.0,0,8132
8132,552,2538,422323200.0,0,8133
8133,218,2561,422323200.0,0,8134
8134,719,2561,422323200.0,0,8135
8135,499,2561,422323200.0,0,8136
8136,266,2567,422323200.0,0,8137
8137,169,2580,422323200.0,0,8138
8138,130,2580,422323200.0,0,8139
8139,1079,1883,422409600.0,0,8140
8140,1238,1899,422409600.0,0,8141
8141,1339,2388,422409600.0,0,8142
8142,484,2525,422409600.0,0,8143
8143,1079,2561,422409600.0,0,8144
8144,40,2565,422409600.0,0,8145
8145,984,2566,422409600.0,0,8146
8146,709,2580,422409600.0,0,8147
8147,1200,1883,422496000.0,0,8148
8148,167,1992,422496000.0,0,8149
8149,184,2020,422496000.0,0,8150
8150,167,2023,422496000.0,0,8151
8151,225,2272,422496000.0,0,8152
8152,564,2272,422496000.0,0,8153
8153,931,2371,422496000.0,0,8154
8154,167,2411,422496000.0,0,8155
8155,216,2448,422496000.0,0,8156
8156,463,2525,422496000.0,0,8157
8157,1609,2525,422496000.0,0,8158
8158,1435,2525,422496000.0,0,8159
8159,994,2561,422496000.0,0,8160
8160,1668,2561,422496000.0,0,8161
8161,172,2565,422496000.0,0,8162
8162,905,2567,422496000.0,0,8163
8163,1075,2574,422496000.0,0,8164
8164,936,1846,422582400.0,0,8165
8165,275,2448,422582400.0,0,8166
8166,1553,2448,422582400.0,0,8167
8167,1079,2448,422582400.0,0,8168
8168,1267,2493,422582400.0,0,8169
8169,684,2537,422582400.0,0,8170
8170,1228,2557,422582400.0,0,8171
8171,657,2561,422582400.0,0,8172
8172,247,2561,422582400.0,0,8173
8173,448,2565,422582400.0,0,8174
8174,1033,2580,422582400.0,0,8175
8175,1143,2580,422582400.0,0,8176
8176,612,2580,422582400.0,0,8177
8177,1102,2581,422582400.0,0,8178
8178,1124,1883,422668800.0,0,8179
8179,1140,2051,422668800.0,0,8180
8180,546,2106,422668800.0,0,8181
8181,1578,2136,422668800.0,0,8182
8182,1394,2136,422668800.0,0,8183
8183,677,2136,422668800.0,0,8184
8184,719,2136,422668800.0,0,8185
8185,1124,2136,422668800.0,0,8186
8186,974,2183,422668800.0,0,8187
8187,1473,2246,422668800.0,0,8188
8188,1473,2309,422668800.0,0,8189
8189,186,2391,422668800.0,0,8190
8190,487,2448,422668800.0,0,8191
8191,1124,2448,422668800.0,0,8192
8192,17,2537,422668800.0,0,8193
8193,1578,2561,422668800.0,0,8194
8194,1570,2561,422668800.0,0,8195
8195,1111,2561,422668800.0,0,8196
8196,440,2561,422668800.0,0,8197
8197,133,2566,422668800.0,0,8198
8198,488,1753,422755200.0,0,8199
8199,994,1883,422755200.0,0,8200
8200,889,1956,422755200.0,0,8201
8201,1380,1983,422755200.0,0,8202
8202,1121,2136,422755200.0,0,8203
8203,1121,2157,422755200.0,0,8204
8204,889,2272,422755200.0,0,8205
8205,370,2310,422755200.0,0,8206
8206,1578,2448,422755200.0,0,8207
8207,501,2448,422755200.0,0,8208
8208,265,2511,422755200.0,0,8209
8209,1070,2525,422755200.0,0,8210
8210,987,2537,422755200.0,0,8211
8211,467,2537,422755200.0,0,8212
8212,1373,2537,422755200.0,0,8213
8213,1503,2538,422755200.0,0,8214
8214,972,2561,422755200.0,0,8215
8215,880,2561,422755200.0,0,8216
8216,574,2561,422755200.0,0,8217
8217,1309,2561,422755200.0,0,8218
8218,663,2561,422755200.0,0,8219
8219,677,2561,422755200.0,0,8220
8220,1466,2561,422755200.0,0,8221
8221,1121,2561,422755200.0,0,8222
8222,558,2566,422755200.0,0,8223
8223,455,2570,422755200.0,0,8224
8224,1520,2577,422755200.0,0,8225
8225,506,2580,422755200.0,0,8226
8226,1084,2581,422755200.0,0,8227
8227,59,1753,422841600.0,0,8228
8228,497,1753,422841600.0,0,8229
8229,853,1820,422841600.0,0,8230
8230,880,1883,422841600.0,0,8231
8231,65,1883,422841600.0,0,8232
8232,677,1883,422841600.0,0,8233
8233,1101,1883,422841600.0,0,8234
8234,1109,1883,422841600.0,0,8235
8235,354,1952,422841600.0,0,8236
8236,609,2093,422841600.0,0,8237
8237,1577,2136,422841600.0,0,8238
8238,1394,2157,422841600.0,0,8239
8239,1101,2157,422841600.0,0,8240
8240,1353,2272,422841600.0,0,8241
8241,164,2300,422841600.0,0,8242
8242,504,2443,422841600.0,0,8243
8243,1050,2448,422841600.0,0,8244
8244,1586,2525,422841600.0,0,8245
8245,681,2537,422841600.0,0,8246
8246,1609,2538,422841600.0,0,8247
8247,984,2557,422841600.0,0,8248
8248,99,2561,422841600.0,0,8249
8249,65,2561,422841600.0,0,8250
8250,1577,2561,422841600.0,0,8251
8251,1011,2561,422841600.0,0,8252
8252,113,2561,422841600.0,0,8253
8253,954,2561,422841600.0,0,8254
8254,1619,2561,422841600.0,0,8255
8255,566,2566,422841600.0,0,8256
8256,399,2573,422841600.0,0,8257
8257,497,2581,422841600.0,0,8258
8258,205,1710,422928000.0,0,8259
8259,473,1753,422928000.0,0,8260
8260,493,1753,422928000.0,0,8261
8261,130,1753,422928000.0,0,8262
8262,890,1832,422928000.0,0,8263
8263,890,1862,422928000.0,0,8264
8264,450,2076,422928000.0,0,8265
8265,1129,2136,422928000.0,0,8266
8266,890,2221,422928000.0,0,8267
8267,1437,2245,422928000.0,0,8268
8268,1437,2406,422928000.0,0,8269
8269,333,2561,422928000.0,0,8270
8270,1228,2561,422928000.0,0,8271
8271,772,2561,422928000.0,0,8272
8272,498,2561,422928000.0,0,8273
8273,1109,2561,422928000.0,0,8274
8274,1487,2565,422928000.0,0,8275
8275,488,2566,422928000.0,0,8276
8276,1219,2567,422928000.0,0,8277
8277,310,1753,423014400.0,0,8278
8278,500,1753,423014400.0,0,8279
8279,41,1952,423014400.0,0,8280
8280,1574,2126,423014400.0,0,8281
8281,914,2246,423014400.0,0,8282
8282,450,2332,423014400.0,0,8283
8283,879,2372,423014400.0,0,8284
8284,1097,2448,423014400.0,0,8285
8285,1088,2537,423014400.0,0,8286
8286,1520,2576,423014400.0,0,8287
8287,1487,2577,423014400.0,0,8288
8288,1589,2578,423014400.0,0,8289
8289,475,1753,423100800.0,0,8290
8290,499,1753,423100800.0,0,8291
8291,886,1842,423100800.0,0,8292
8292,1023,1883,423100800.0,0,8293
8293,894,1924,423100800.0,0,8294
8294,1519,2448,423100800.0,0,8295
8295,294,2537,423100800.0,0,8296
8296,1085,2537,423100800.0,0,8297
8297,1023,2561,423100800.0,0,8298
8298,1204,2566,423100800.0,0,8299
8299,1134,2574,423100800.0,0,8300
8300,1134,2577,423100800.0,0,8301
8301,487,1753,423187200.0,0,8302
8302,1218,1894,423187200.0,0,8303
8303,1530,2115,423187200.0,0,8304
8304,393,2147,423187200.0,0,8305
8305,891,2537,423187200.0,0,8306
8306,1627,2538,423187200.0,0,8307
8307,484,2538,423187200.0,0,8308
8308,665,2561,423187200.0,0,8309
8309,671,2561,423187200.0,0,8310
8310,1280,2567,423187200.0,0,8311
8311,1473,2567,423187200.0,0,8312
8312,1075,2578,423187200.0,0,8313
8313,38,1692,423273600.0,0,8314
8314,201,1709,423273600.0,0,8315
8315,406,1738,423273600.0,0,8316
8316,478,1753,423273600.0,0,8317
8317,496,1753,423273600.0,0,8318
8318,201,1814,423273600.0,0,8319
8319,38,1849,423273600.0,0,8320
8320,319,2022,423273600.0,0,8321
8321,1133,2058,423273600.0,0,8322
8322,1538,2067,423273600.0,0,8323
8323,38,2131,423273600.0,0,8324
8324,448,2136,423273600.0,0,8325
8325,1538,2234,423273600.0,0,8326
8326,592,2387,423273600.0,0,8327
8327,731,2414,423273600.0,0,8328
8328,1108,2538,423273600.0,0,8329
8329,1623,2566,423273600.0,0,8330
8330,922,1843,423360000.0,0,8331
8331,922,1908,423360000.0,0,8332
8332,32,2101,423360000.0,0,8333
8333,1579,2136,423360000.0,0,8334
8334,32,2288,423360000.0,0,8335
8335,1086,2483,423360000.0,0,8336
8336,887,2537,423360000.0,0,8337
8337,1487,2538,423360000.0,0,8338
8338,1003,2554,423360000.0,0,8339
8339,1669,2561,423360000.0,0,8340
8340,1564,2566,423360000.0,0,8341
8341,1595,2577,423360000.0,0,8342
8342,114,1697,423446400.0,0,8343
8343,423,1743,423446400.0,0,8344
8344,481,1753,423446400.0,0,8345
8345,456,1776,423446400.0,0,8346
8346,733,1789,423446400.0,0,8347
8347,733,1811,423446400.0,0,8348
8348,170,1883,423446400.0,0,8349
8349,1235,1933,423446400.0,0,8350
8350,943,1952,423446400.0,0,8351
8351,114,1989,423446400.0,0,8352
8352,129,1993,423446400.0,0,8353
8353,733,2006,423446400.0,0,8354
8354,1235,2097,423446400.0,0,8355
8355,114,2170,423446400.0,0,8356
8356,114,2295,423446400.0,0,8357
8357,39,2314,423446400.0,0,8358
8358,739,2336,423446400.0,0,8359
8359,733,2341,423446400.0,0,8360
8360,922,2372,423446400.0,0,8361
8361,1616,2448,423446400.0,0,8362
8362,1066,2565,423446400.0,0,8363
8363,652,2565,423446400.0,0,8364
8364,207,1711,423532800.0,0,8365
8365,1513,2039,423532800.0,0,8366
8366,1513,2132,423532800.0,0,8367
8367,1513,2170,423532800.0,0,8368
8368,1561,2173,423532800.0,0,8369
8369,1513,2295,423532800.0,0,8370
8370,814,2412,423532800.0,0,8371
8371,1080,2448,423532800.0,0,8372
8372,94,2490,423532800.0,0,8373
8373,1507,2537,423532800.0,0,8374
8374,1273,2538,423532800.0,0,8375
8375,585,2561,423532800.0,0,8376
8376,295,2566,423532800.0,0,8377
8377,1405,2580,423532800.0,0,8378
8378,1243,1901,423619200.0,0,8379
8379,1243,2057,423619200.0,0,8380
8380,1243,2074,423619200.0,0,8381
8381,435,2132,423619200.0,0,8382
8382,1243,2188,423619200.0,0,8383
8383,234,2229,423619200.0,0,8384
8384,564,2265,423619200.0,0,8385
8385,1243,2317,423619200.0,0,8386
8386,1243,2320,423619200.0,0,8387
8387,899,2448,423619200.0,0,8388
8388,1601,2525,423619200.0,0,8389
8389,1608,2561,423619200.0,0,8390
8390,1590,2567,423619200.0,0,8391
8391,702,1783,423705600.0,0,8392
8392,702,1869,423705600.0,0,8393
8393,1178,1896,423705600.0,0,8394
8394,1243,1986,423705600.0,0,8395
8395,740,2016,423705600.0,0,8396
8396,515,2093,423705600.0,0,8397
8397,76,2359,423705600.0,0,8398
8398,68,2359,423705600.0,0,8399
8399,794,2378,423705600.0,0,8400
8400,68,2434,423705600.0,0,8401
8401,767,2537,423705600.0,0,8402
8402,1351,2561,423705600.0,0,8403
8403,1156,2580,423705600.0,0,8404
8404,1104,2580,423705600.0,0,8405
8405,797,1809,423792000.0,0,8406
8406,469,2051,423792000.0,0,8407
8407,797,2074,423792000.0,0,8408
8408,797,2154,423792000.0,0,8409
8409,469,2162,423792000.0,0,8410
8410,797,2184,423792000.0,0,8411
8411,907,2333,423792000.0,0,8412
8412,476,2448,423792000.0,0,8413
8413,1403,2537,423792000.0,0,8414
8414,272,2565,423792000.0,0,8415
8415,311,2575,423792000.0,0,8416
8416,480,1753,423878400.0,0,8417
8417,519,1813,423878400.0,0,8418
8418,1316,1989,423878400.0,0,8419
8419,1209,2037,423878400.0,0,8420
8420,716,2377,423878400.0,0,8421
8421,1495,2525,423878400.0,0,8422
8422,1089,2567,423878400.0,0,8423
8423,441,2580,423878400.0,0,8424
8424,474,1753,423964800.0,0,8425
8425,477,1753,423964800.0,0,8426
8426,116,1763,423964800.0,0,8427
8427,693,1862,423964800.0,0,8428
8428,1139,1863,423964800.0,0,8429
8429,1139,1882,423964800.0,0,8430
8430,795,1903,423964800.0,0,8431
8431,931,2111,423964800.0,0,8432
8432,981,2136,423964800.0,0,8433
8433,1433,2281,423964800.0,0,8434
8434,795,2325,423964800.0,0,8435
8435,870,2335,423964800.0,0,8436
8436,1367,2434,423964800.0,0,8437
8437,1351,2448,423964800.0,0,8438
8438,1625,2538,423964800.0,0,8439
8439,1633,2561,423964800.0,0,8440
8440,1076,2561,423964800.0,0,8441
8441,240,2581,423964800.0,0,8442
8442,491,1753,424051200.0,0,8443
8443,593,1850,424051200.0,0,8444
8444,1076,1883,424051200.0,0,8445
8445,1247,1902,424051200.0,0,8446
8446,1211,1910,424051200.0,0,8447
8447,516,1958,424051200.0,0,8448
8448,1211,1961,424051200.0,0,8449
8449,1211,2006,424051200.0,0,8450
8450,593,2123,424051200.0,0,8451
8451,1382,2197,424051200.0,0,8452
8452,516,2340,424051200.0,0,8453
8453,1211,2341,424051200.0,0,8454
8454,398,2361,424051200.0,0,8455
8455,1211,2387,424051200.0,0,8456
8456,1247,2509,424051200.0,0,8457
8457,1006,2537,424051200.0,0,8458
8458,1167,2538,424051200.0,0,8459
8459,672,2566,424051200.0,0,8460
8460,616,2575,424051200.0,0,8461
8461,506,2581,424051200.0,0,8462
8462,126,1697,424137600.0,0,8463
8463,187,1709,424137600.0,0,8464
8464,187,1826,424137600.0,0,8465
8465,187,1877,424137600.0,0,8466
8466,1259,1976,424137600.0,0,8467
8467,14,2130,424137600.0,0,8468
8468,187,2174,424137600.0,0,8469
8469,187,2199,424137600.0,0,8470
8470,698,2346,424137600.0,0,8471
8471,1086,2388,424137600.0,0,8472
8472,1371,2537,424137600.0,0,8473
8473,989,2538,424137600.0,0,8474
8474,1361,2561,424137600.0,0,8475
8475,1361,2565,424137600.0,0,8476
8476,338,2581,424137600.0,0,8477
8477,1562,2250,424224000.0,0,8478
8478,796,2297,424224000.0,0,8479
8479,1180,2314,424224000.0,0,8480
8480,1180,2416,424224000.0,0,8481
8481,421,2518,424224000.0,0,8482
8482,573,2561,424224000.0,0,8483
8483,367,1733,424310400.0,0,8484
8484,689,1780,424310400.0,0,8485
8485,1137,1863,424310400.0,0,8486
8486,1137,1922,424310400.0,0,8487
8487,714,1946,424310400.0,0,8488
8488,689,2047,424310400.0,0,8489
8489,689,2054,424310400.0,0,8490
8490,1545,2074,424310400.0,0,8491
8491,272,2288,424310400.0,0,8492
8492,85,2300,424310400.0,0,8493
8493,63,2300,424310400.0,0,8494
8494,1137,2355,424310400.0,0,8495
8495,655,2448,424310400.0,0,8496
8496,1362,2525,424310400.0,0,8497
8497,662,2537,424310400.0,0,8498
8498,655,2561,424310400.0,0,8499
8499,1471,2567,424310400.0,0,8500
8500,1372,2573,424310400.0,0,8501
8501,390,1734,424396800.0,0,8502
8502,777,1800,424396800.0,0,8503
8503,390,1804,424396800.0,0,8504
8504,189,2136,424396800.0,0,8505
8505,503,2211,424396800.0,0,8506
8506,390,2222,424396800.0,0,8507
8507,161,2228,424396800.0,0,8508
8508,777,2444,424396800.0,0,8509
8509,1067,2448,424396800.0,0,8510
8510,161,2461,424396800.0,0,8511
8511,641,2538,424396800.0,0,8512
8512,189,2561,424396800.0,0,8513
8513,787,2565,424396800.0,0,8514
8514,1394,2576,424396800.0,0,8515
8515,1072,2578,424396800.0,0,8516
8516,333,2581,424396800.0,0,8517
8517,492,1753,424483200.0,0,8518
8518,572,1883,424483200.0,0,8519
8519,572,2136,424483200.0,0,8520
8520,299,2176,424483200.0,0,8521
8521,284,2448,424483200.0,0,8522
8522,1,2493,424483200.0,0,8523
8523,1124,2493,424483200.0,0,8524
8524,572,2525,424483200.0,0,8525
8525,1308,2561,424483200.0,0,8526
8526,572,2561,424483200.0,0,8527
8527,1620,2561,424483200.0,0,8528
8528,1220,2575,424483200.0,0,8529
8529,909,2580,424483200.0,0,8530
8530,909,2581,424483200.0,0,8531
8531,41,1692,424569600.0,0,8532
8532,172,1753,424569600.0,0,8533
8533,484,1753,424569600.0,0,8534
8534,1164,1883,424569600.0,0,8535
8535,41,2430,424569600.0,0,8536
8536,1164,2448,424569600.0,0,8537
8537,484,2493,424569600.0,0,8538
8538,1346,2525,424569600.0,0,8539
8539,1464,2537,424569600.0,0,8540
8540,834,2538,424569600.0,0,8541
8541,482,2561,424569600.0,0,8542
8542,1346,2561,424569600.0,0,8543
8543,1028,2567,424569600.0,0,8544
8544,1446,2578,424569600.0,0,8545
8545,1341,2580,424569600.0,0,8546
8546,982,2581,424569600.0,0,8547
8547,1225,2581,424569600.0,0,8548
8548,34,2581,424569600.0,0,8549
8549,17,1689,424656000.0,0,8550
8550,479,1753,424656000.0,0,8551
8551,486,1753,424656000.0,0,8552
8552,958,1883,424656000.0,0,8553
8553,958,2136,424656000.0,0,8554
8554,704,2158,424656000.0,0,8555
8555,958,2448,424656000.0,0,8556
8556,966,2448,424656000.0,0,8557
8557,1034,2448,424656000.0,0,8558
8558,1270,2448,424656000.0,0,8559
8559,1298,2448,424656000.0,0,8560
8560,643,2525,424656000.0,0,8561
8561,671,2537,424656000.0,0,8562
8562,958,2561,424656000.0,0,8563
8563,935,2561,424656000.0,0,8564
8564,1365,2561,424656000.0,0,8565
8565,1342,2565,424656000.0,0,8566
8566,1120,2565,424656000.0,0,8567
8567,1015,2566,424656000.0,0,8568
8568,1637,2567,424656000.0,0,8569
8569,1376,2567,424656000.0,0,8570
8570,1335,2580,424656000.0,0,8571
8571,605,2580,424656000.0,0,8572
8572,492,2581,424656000.0,0,8573
8573,1139,1898,424742400.0,0,8574
8574,580,1955,424742400.0,0,8575
8575,1139,2368,424742400.0,0,8576
8576,555,2433,424742400.0,0,8577
8577,697,2469,424742400.0,0,8578
8578,357,1753,424828800.0,0,8579
8579,249,1889,424828800.0,0,8580
8580,218,2493,424828800.0,0,8581
8581,357,2580,424828800.0,0,8582
8582,683,1780,424915200.0,0,8583
8583,424,1969,424915200.0,0,8584
8584,922,1987,424915200.0,0,8585
8585,186,2334,424915200.0,0,8586
8586,1235,2357,424915200.0,0,8587
8587,686,2448,424915200.0,0,8588
8588,732,2512,424915200.0,0,8589
8589,1416,2537,424915200.0,0,8590
8590,1578,2581,424915200.0,0,8591
8591,389,1883,425001600.0,0,8592
8592,389,1901,425001600.0,0,8593
8593,1359,1948,425001600.0,0,8594
8594,1359,2154,425001600.0,0,8595
8595,1476,2167,425001600.0,0,8596
8596,389,2303,425001600.0,0,8597
8597,369,2580,425001600.0,0,8598
8598,1594,2580,425001600.0,0,8599
8599,1639,2581,425001600.0,0,8600
